corruption,severity,size_bin,class_name,AP50,AP50_95,R50_max,R50_at_conf_025,clean_AP50_95,absolute_drop_AP50_95,retention_ratio
contrast,4,ALL,person,0.21291861556580519,0.10267247942222876,0.2020125897685965,0.0601560422023229,0.5013843739555969,0.3987118945333681,0.20477798023941118
contrast,4,ES,all_macro,0.10620002791172113,0.03945018997676559,0.07990814068958439,0.002651113467656416,0.3141471092881632,0.2746969193113976,0.12557871395397252
contrast,4,ES,hat,0.018623262459384077,0.0070986985672864935,0.10328638497652583,0.0,0.22565674694100948,0.218558048373723,0.03145794957835767
contrast,4,ES,person,0.19377679336405818,0.07180168138624468,0.05652989640264296,0.005302226935312832,0.40263747163531693,0.3308357902490723,0.17832836346458586
contrast,4,S,all_macro,0.2349785758185488,0.11717892709947329,0.40211404503482906,0.14845845876139088,0.5541587548627844,0.4369798277633111,0.2114537144296999
contrast,4,S,hat,0.20041931361773993,0.11743162946118366,0.5,0.2087912087912088,0.5744331893389237,0.45700155987774005,0.20443043967624464
contrast,4,S,person,0.2695378380193577,0.11692622473776293,0.3042280900696582,0.08812570873157298,0.5338843203866451,0.4169580956488822,0.21901041156834053
contrast,4,M,all_macro,0.449414900888258,0.27700620925702407,0.5903128588277876,0.2964442116397494,0.6939112923987594,0.4169050831417353,0.3991954192004144
contrast,4,L,all_macro,0.547231834045294,0.39235944395202693,0.5041341295360589,0.21595314653192468,0.8156218251468484,0.4232623811948215,0.48105559691390637
contrast,5,ALL,all_macro,0.20393154282511494,0.12155291180265501,0.04863052818242238,0.008164541131742187,0.6069524313063762,0.4853995195037212,0.20026760835446392
contrast,5,ALL,hat,0.15683384667939484,0.10351464693819071,0.09158679446219382,0.01597444089456869,0.7125204886571556,0.6090058417189649,0.1452795373411346
contrast,5,ALL,person,0.25102923897083507,0.13959117666711932,0.005674261902650944,0.000354641368915684,0.5013843739555969,0.3617931972884776,0.2784115020694316
contrast,5,ES,all_macro,0.0,0.0,0.0,0.0,0.3141471092881632,0.3141471092881632,0.0
contrast,5,ES,hat,0.0,0.0,0.0,0.0,0.22565674694100948,0.22565674694100948,0.0
contrast,5,ES,person,0.0,0.0,0.0,0.0,0.40263747163531693,0.40263747163531693,0.0
contrast,5,S,all_macro,0.19997184186974182,0.10379426169568862,0.020533411186254215,0.0015356221617358829,0.5541587548627844,0.4503644931670958,0.1873005899210041
contrast,5,S,hat,0.09064969824695851,0.04790095785633211,0.03296703296703297,0.0027472527472527475,0.5744331893389237,0.5265322314825917,0.08338821423507593
contrast,5,S,person,0.3092939854925251,0.15968756553504512,0.008099789405475458,0.0003239915762190183,0.5338843203866451,0.3741967548516,0.29910517960032534
contrast,5,M,all_macro,0.2543246206486075,0.1622083755631442,0.0635542516412471,0.018467540126307382,0.6939112923987594,0.5317029168356151,0.2337595271038339
contrast,5,L,all_macro,0.127087967356878,0.0771865280503728,0.07564997703261368,0.0040192926045016075,0.8156218251468484,0.7384352970964756,0.09463519203458755
defocus_blur,1,ALL,all_macro,0.6891648186554836,0.42447749604632407,0.8225458293240258,0.6221862970011938,0.6069524313063762,0.18247493526005215,0.699358753918653
defocus_blur,1,ALL,hat,0.7813645225812285,0.5874138618439833,0.8626198083067093,0.7071352502662407,0.7125204886571556,0.1251066268131723,0.824416800913398
defocus_blur,1,ALL,person,0.5969651147297388,0.2615411302486649,0.7824718503413424,0.5372373437361468,0.5013843739555969,0.239843243706932,0.5216379764396631
defocus_blur,1,ES,all_macro,0.325784302679662,0.1094518305191702,0.5185895808272699,0.2721662383141331,0.3141471092881632,0.204695278768993,0.34840947849935944
defocus_blur,1,ES,hat,0.16253123153243249,0.0513828960627752,0.3286384976525822,0.08450704225352113,0.22565674694100948,0.17427385087823427,0.22770378798471097
defocus_blur,1,ES,person,0.48903737382689155,0.16752076497556523,0.7085406640019577,0.4598254343747451,0.40263747163531693,0.2351167066597517,0.4160585558397673
defocus_blur,1,S,all_macro,0.601872521919691,0.30484575169620554,0.83317259850145,0.5437936031245605,0.5541587548627844,0.2493130031665789,0.550105450867935
defocus_blur,1,S,hat,0.6008147116543857,0.35522360420032595,0.8434065934065934,0.554945054945055,0.5744331893389237,0.21920958513859778,0.6183897636714354
