corruption,severity,size_bin,class_id,class_name,gt_count,AP50,AP50_95,R50_max,R50_at_conf_025,eval_predictions_at_iou50,ignored_predictions_at_iou50
defocus_blur,1,S,1,person,6173,0.6029303321849964,0.2544678991920851,0.8229386035963066,0.5326421513040661,43021,80067
defocus_blur,1,M,0,hat,679,0.8530474038114668,0.6114993106232715,0.93519882179676,0.7908689248895434,3798,7244
defocus_blur,1,M,1,person,3776,0.8589483700057711,0.4952611484681503,0.9414724576271186,0.7711864406779662,19470,103618
defocus_blur,1,L,0,hat,622,0.9655450647760841,0.8399931802251752,0.977491961414791,0.9180064308681672,1287,9755
defocus_blur,1,L,1,person,350,0.8897571352117024,0.6066364689508842,0.9428571428571428,0.8057142857142857,1005,122083
defocus_blur,1,ALL,all,all_macro,24436,0.6891648186554836,0.42447749604632407,0.8225458293240258,0.6221862970011938,134130,0
defocus_blur,1,ES,all,all_macro,12472,0.325784302679662,0.1094518305191702,0.5185895808272699,0.2721662383141331,59825,74305
defocus_blur,1,S,all,all_macro,6537,0.601872521919691,0.30484575169620554,0.83317259850145,0.5437936031245605,47509,86621
defocus_blur,1,M,all,all_macro,4455,0.8559978869086189,0.5533802295457109,0.9383356397119393,0.7810276827837548,23268,110862
defocus_blur,1,L,all,all_macro,972,0.9276510999938933,0.7233148245880296,0.9601745521359669,0.8618603582912265,2292,131838
defocus_blur,2,ALL,0,hat,1878,0.7237425959488272,0.5406278035021794,0.820021299254526,0.6490947816826411,12859,0
defocus_blur,2,ALL,1,person,22558,0.5074876736118146,0.21701446510189887,0.7139817359695009,0.41958506959836867,112535,0
defocus_blur,2,ES,0,hat,213,0.11483051281559033,0.033335552492409395,0.2112676056338028,0.03755868544600939,1030,11829
defocus_blur,2,ES,1,person,12259,0.41436089067695037,0.13826632521888815,0.647932131495228,0.34652092340321394,50770,61765
defocus_blur,2,S,0,hat,364,0.5068830071199598,0.29214309369555236,0.7774725274725275,0.4725274725274725,5244,7615
defocus_blur,2,S,1,person,6173,0.48187504173026174,0.19764579753219239,0.7362708569577191,0.3985096387493925,39958,72577
defocus_blur,2,M,0,hat,679,0.788669211829376,0.5530745223210947,0.8969072164948454,0.7201767304860088,5034,7825
defocus_blur,2,M,1,person,3776,0.7702322820754378,0.4323162726114881,0.8723516949152542,0.6610169491525424,19522,93013
defocus_blur,2,L,0,hat,622,0.9507865095768004,0.8168139147336058,0.9694533762057878,0.8842443729903537,1502,11357
defocus_blur,2,L,1,person,350,0.8545787726553691,0.5621589288536809,0.9257142857142857,0.7457142857142857,1132,111403
defocus_blur,2,ALL,all,all_macro,24436,0.6156151347803209,0.3788211343020391,0.7670015176120135,0.5343399256405049,125394,0
defocus_blur,2,ES,all,all_macro,12472,0.26459570174627034,0.08580093885564877,0.4295998685645154,0.19203980442461166,51800,73594
defocus_blur,2,S,all,all_macro,6537,0.4943790244251108,0.24489444561387236,0.7568716922151233,0.4355185556384325,45202,80192
defocus_blur,2,M,all,all_macro,4455,0.7794507469524069,0.4926953974662914,0.8846294557050498,0.6905968398192757,24556,100838
defocus_blur,2,L,all,all_macro,972,0.9026826411160848,0.6894864217936434,0.9475838309600367,0.8149793293523198,2634,122760
defocus_blur,3,ALL,0,hat,1878,0.5897760357526767,0.4255004935240341,0.7103301384451545,0.5207667731629393,16885,0
defocus_blur,3,ALL,1,person,22558,0.31120798416255574,0.1294913584450664,0.5023938292401808,0.1867630109052221,82225,0
defocus_blur,3,ES,0,hat,213,0.010291521917341933,0.0027810931909515216,0.0892018779342723,0.004694835680751174,1397,15488
defocus_blur,3,ES,1,person,12259,0.23326225961253516,0.06969925657073442,0.4484868260053838,0.10800228403621828,34755,47470
defocus_blur,3,S,0,hat,364,0.3285193472639088,0.17665163941784315,0.5357142857142857,0.3021978021978022,6082,10803
defocus_blur,3,S,1,person,6173,0.25909586725541145,0.10487210876356905,0.47351368864409527,0.17997732058966467,29763,52462
defocus_blur,3,M,0,hat,679,0.619448721083021,0.4016812793137888,0.7967599410898379,0.5508100147275405,7311,9574
defocus_blur,3,M,1,person,3776,0.5670069334842267,0.30165770726182073,0.6898834745762712,0.4134004237288136,15687,66538
defocus_blur,3,L,0,hat,622,0.8923743941812703,0.7355852052306231,0.9308681672025724,0.792604501607717,2065,14820
defocus_blur,3,L,1,person,350,0.7609913155744807,0.481206485004939,0.8771428571428571,0.6228571428571429,1267,80958
defocus_blur,3,ALL,all,all_macro,24436,0.4504920099576162,0.27749592598455025,0.6063619838426677,0.3537648920340807,99110,0
defocus_blur,3,ES,all,all_macro,12472,0.12177689076493854,0.03624017488084297,0.26884435196982803,0.05634855985848473,36152,62958
defocus_blur,3,S,all,all_macro,6537,0.29380760725966015,0.1407618740907061,0.5046139871791905,0.24108756139373344,35845,63265
defocus_blur,3,M,all,all_macro,4455,0.5932278272836238,0.3516694932878047,0.7433217078330545,0.48210521922817706,22998,76112
defocus_blur,3,L,all,all_macro,972,0.8266828548778755,0.6083958451177811,0.9040055121727147,0.7077308222324299,3332,95778
defocus_blur,4,ALL,0,hat,1878,0.47128017095614344,0.32770064450172554,0.6219382321618744,0.410010649627263,22158,0
defocus_blur,4,ALL,1,person,22558,0.1860980259337094,0.08173711534413466,0.26075006649525667,0.08107988296834825,42031,0
defocus_blur,4,ES,0,hat,213,0.0,0.0,0.0,0.0,2881,19277
defocus_blur,4,ES,1,person,12259,0.12638479329791533,0.037566459227454205,0.1796231340239824,0.013296353699322947,13070,28961
defocus_blur,4,S,0,hat,364,0.22377472976254423,0.11624342806466703,0.3956043956043956,0.21978021978021978,7850,14308
defocus_blur,4,S,1,person,6173,0.14288628513133506,0.05823732457836265,0.24995950105297263,0.08018791511420703,16208,25823
defocus_blur,4,M,0,hat,679,0.45340736696582107,0.27419370296275186,0.6980854197349042,0.390279823269514,8831,13327
defocus_blur,4,M,1,person,3776,0.4065008872629396,0.21421184819898356,0.4936440677966102,0.2629766949152542,11124,30907
defocus_blur,4,L,0,hat,622,0.8250653781424426,0.6478967648837842,0.8858520900321544,0.6832797427652733,2575,19583
defocus_blur,4,L,1,person,350,0.6504927529270719,0.3976651633729381,0.78,0.5085714285714286,1305,40726
defocus_blur,4,ALL,all,all_macro,24436,0.32868909844492644,0.20471887992293009,0.4413441493285655,0.24554526629780565,64189,0
defocus_blur,4,ES,all,all_macro,12472,0.06319239664895766,0.018783229613727102,0.0898115670119912,0.0066481768496614736,15951,48238
defocus_blur,4,S,all,all_macro,6537,0.18333050744693963,0.08724037632151484,0.3227819483286841,0.1499840674472134,24058,40131
defocus_blur,4,M,all,all_macro,4455,0.4299541271143803,0.24420277558086773,0.5958647437657572,0.32662825909238413,19955,44234
defocus_blur,4,L,all,all_macro,972,0.7377790655347573,0.5227809641283612,0.8329260450160771,0.595925585668351,3880,60309
defocus_blur,5,ALL,0,hat,1878,0.3846921944512363,0.2592402284502847,0.5324813631522897,0.32800851970181044,19995,0
defocus_blur,5,ALL,1,person,22558,0.13108522510072462,0.06165512665670895,0.13037503324762834,0.05173330969057541,22887,0
defocus_blur,5,ES,0,hat,213,0.0,0.0,0.0,0.0,1244,18751
defocus_blur,5,ES,1,person,12259,0.09043761221063938,0.026070482178098486,0.05661146912472469,0.0022840362182886043,4396,18491
defocus_blur,5,S,0,hat,364,0.16062188246824577,0.08258146559530834,0.2967032967032967,0.1510989010989011,6727,13268
defocus_blur,5,S,1,person,6173,0.09481640448668402,0.038909254067208965,0.11615098007451806,0.04665478697553863,9413,13474
defocus_blur,5,M,0,hat,679,0.3328322277804713,0.1927115084727104,0.5625920471281296,0.2916053019145803,9217,10778
defocus_blur,5,M,1,person,3776,0.3112375529094929,0.16206957304490952,0.3442796610169492,0.1917372881355932,7681,15206
defocus_blur,5,L,0,hat,622,0.7394718366728891,0.5557641176721619,0.819935691318328,0.5836012861736335,2794,17201
defocus_blur,5,L,1,person,350,0.5337695114257214,0.3178466016810542,0.6571428571428571,0.3628571428571429,1220,21667
defocus_blur,5,ALL,all,all_macro,24436,0.25788870977598044,0.16044767755349684,0.331428198199959,0.18987091469619294,42882,0
defocus_blur,5,ES,all,all_macro,12472,0.04521880610531969,0.013035241089049243,0.028305734562362347,0.0011420181091443022,5640,37242
defocus_blur,5,S,all,all_macro,6537,0.12771914347746488,0.06074535983125865,0.2064271383889074,0.09887684403721986,16140,26742
defocus_blur,5,M,all,all_macro,4455,0.3220348903449821,0.17739054075880994,0.4534358540725394,0.24167129502508675,16898,25984
defocus_blur,5,L,all,all_macro,972,0.6366206740493052,0.43680535967660805,0.7385392742305925,0.4732292145153882,4014,38868
glass_blur,1,ALL,0,hat,1878,0.7943459642361974,0.5820458817311538,0.8775292864749734,0.740681576144835,14371,0
glass_blur,1,ALL,1,person,22558,0.6146978395207895,0.26598044006064786,0.799583296391524,0.5916747938647043,141631,0
glass_blur,1,ES,0,hat,213,0.10495004947115245,0.030860057789583156,0.37089201877934275,0.11267605633802817,3938,10433
glass_blur,1,ES,1,person,12259,0.4945100320567767,0.16455403526731066,0.7205318541479729,0.5090137857900318,68919,72712
glass_blur,1,S,0,hat,364,0.6448973375697482,0.3510257354530415,0.8736263736263736,0.6153846153846154,5237,9134
glass_blur,1,S,1,person,6173,0.6325404466533259,0.25905164454394397,0.8490199254819375,0.5888546897780658,48690,92941
glass_blur,1,M,0,hat,679,0.8808340534106437,0.6114817694566476,0.9455081001472754,0.833578792341679,3942,10429
glass_blur,1,M,1,person,3776,0.8908695927307172,0.5096096127582513,0.9605402542372882,0.8384533898305084,21642,119989
glass_blur,1,L,0,hat,622,0.9688702125911218,0.8391078206649076,0.9790996784565916,0.927652733118971,1176,13195
glass_blur,1,L,1,person,350,0.9083645249069796,0.6307861448867536,0.96,0.8771428571428571,1166,140465
glass_blur,1,ALL,all,all_macro,24436,0.7045219018784934,0.4240131608959008,0.8385562914332487,0.6661781850047697,156002,0
glass_blur,1,ES,all,all_macro,12472,0.2997300407639646,0.0977070465284469,0.5457119364636578,0.31084492106402994,72857,83145
glass_blur,1,S,all,all_macro,6537,0.638718892111537,0.3050386899984927,0.8613231495541556,0.6021196525813406,53927,102075
glass_blur,1,M,all,all_macro,4455,0.8858518230706804,0.5605456911074495,0.9530241771922818,0.8360160910860936,25584,130418
glass_blur,1,L,all,all_macro,972,0.9386173687490507,0.7349469827758306,0.9695498392282957,0.9023977951309141,2342,153660
glass_blur,2,ALL,0,hat,1878,0.7261726306770317,0.5345248681254693,0.8439829605963791,0.6687965921192758,18928,0
glass_blur,2,ALL,1,person,22558,0.5281202066726436,0.22617218764924502,0.7454561574607678,0.4976061707598191,142094,0
glass_blur,2,ES,0,hat,213,0.07847427415453785,0.02573992758593575,0.3004694835680751,0.056338028169014086,3607,15321
glass_blur,2,ES,1,person,12259,0.4305498694317297,0.14386994311185577,0.6719145117872584,0.43062239986948364,63677,78417
glass_blur,2,S,0,hat,364,0.5057679078403428,0.2869414157787762,0.8296703296703297,0.5027472527472527,8345,10583
glass_blur,2,S,1,person,6173,0.5004336990550133,0.2035479687876908,0.7676980398509639,0.459420055078568,49135,92959
glass_blur,2,M,0,hat,679,0.8023863960615627,0.5508638105238115,0.9160530191458026,0.7437407952871871,5434,13494
glass_blur,2,M,1,person,3776,0.812302502754404,0.4515068062048259,0.9282309322033898,0.7494703389830508,26466,115628
glass_blur,2,L,0,hat,622,0.9485277025964878,0.8133214528970992,0.9598070739549839,0.8938906752411575,1465,17463
glass_blur,2,L,1,person,350,0.8656600884920969,0.570422865911802,0.9571428571428572,0.8028571428571428,1613,140481
glass_blur,2,ALL,all,all_macro,24436,0.6271464186748377,0.3803485278873572,0.7947195590285734,0.5832013814395475,161022,0
glass_blur,2,ES,all,all_macro,12472,0.2545120717931338,0.08480493534889576,0.48619199767766674,0.24348021401924885,67284,93738
glass_blur,2,S,all,all_macro,6537,0.503100803447678,0.24524469228323348,0.7986841847606467,0.48108365391291036,57480,103542
glass_blur,2,M,all,all_macro,4455,0.8073444494079833,0.5011853083643187,0.9221419756745962,0.7466055671351189,31900,129122
glass_blur,2,L,all,all_macro,972,0.9070938955442923,0.6918721594044506,0.9584749655489205,0.8483739090491502,3078,157944
glass_blur,3,ALL,0,hat,1878,0.5318240469413795,0.3729063231423829,0.7060702875399361,0.483493077742279,34836,0
glass_blur,3,ALL,1,person,22558,0.29337470069907046,0.11495619177392213,0.554393119957443,0.25312527706356946,138474,0
glass_blur,3,ES,0,hat,213,0.006481957432602282,0.002734452745499416,0.1784037558685446,0.009389671361502348,9419,25417
glass_blur,3,ES,1,person,12259,0.20524553335661852,0.055534119571488724,0.49294395953992987,0.1962639693286565,58219,80255
glass_blur,3,S,0,hat,364,0.2934546649945367,0.14731560061257026,0.5769230769230769,0.3021978021978022,15187,19649
glass_blur,3,S,1,person,6173,0.24506111689555946,0.09130299557640223,0.5242183703223716,0.203628705653653,44303,94171
glass_blur,3,M,0,hat,679,0.5809976205237409,0.36138403395721047,0.7673048600883653,0.48600883652430044,8150,26686
glass_blur,3,M,1,person,3776,0.5648135617255473,0.28819649312595846,0.7719809322033898,0.4801377118644068,32316,106158
glass_blur,3,L,0,hat,622,0.8492672297825326,0.6862808102451845,0.8954983922829582,0.7491961414790996,2030,32806
glass_blur,3,L,1,person,350,0.7108239125822329,0.44344620855454925,0.8914285714285715,0.6714285714285714,2760,135714
glass_blur,3,ALL,all,all_macro,24436,0.412599373820225,0.24393125745815253,0.6302317037486895,0.36830917740292424,173310,0
glass_blur,3,ES,all,all_macro,12472,0.1058637453946104,0.02913428615849407,0.33567385770423724,0.10282682034507942,67638,105672
glass_blur,3,S,all,all_macro,6537,0.2692578909450481,0.11930929809448625,0.5505707236227242,0.2529132539257276,59490,113820
glass_blur,3,M,all,all_macro,4455,0.5729055911246441,0.32479026354158447,0.7696428961458776,0.48307327419435364,40466,132844
glass_blur,3,L,all,all_macro,972,0.7800455711823827,0.5648635093998668,0.8934634818557649,0.7103123564538355,4790,168520
glass_blur,4,ALL,0,hat,1878,0.47608165228920796,0.33295150327907064,0.6687965921192758,0.42545260915867944,38560,0
glass_blur,4,ALL,1,person,22558,0.22862154583612687,0.09360701664836661,0.4622750243815941,0.1671247451015161,121774,0
glass_blur,4,ES,0,hat,213,0.002419047859951141,0.0006315090534561855,0.14553990610328638,0.004694835680751174,9674,28886
glass_blur,4,ES,1,person,12259,0.15176607614035265,0.04406678240111138,0.3955461293743372,0.09739783016559263,45637,76137
glass_blur,4,S,0,hat,364,0.24055358622070858,0.12187899871962993,0.5604395604395604,0.23626373626373626,16535,22025
glass_blur,4,S,1,person,6173,0.1857235803325528,0.07164484313421414,0.4307468005831848,0.14061234407905396,38858,82916
glass_blur,4,M,0,hat,679,0.4993020319560067,0.31339858402092696,0.711340206185567,0.4374079528718704,9913,28647
glass_blur,4,M,1,person,3776,0.4680895566684563,0.2367474613096537,0.6922669491525424,0.3943326271186441,33303,88471
glass_blur,4,L,0,hat,622,0.8083903970793465,0.6360229678235308,0.864951768488746,0.6672025723472669,2378,36182
glass_blur,4,L,1,person,350,0.6442750954849035,0.39354086462429183,0.8742857142857143,0.6285714285714286,3345,118429
glass_blur,4,ALL,all,all_macro,24436,0.35235159906266744,0.21327925996371863,0.5655358082504349,0.29628867713009777,160334,0
glass_blur,4,ES,all,all_macro,12472,0.0770925620001519,0.022349145727283783,0.2705430177388118,0.0510463329231719,55311,105023
glass_blur,4,S,all,all_macro,6537,0.21313858327663068,0.09676192092692204,0.49559318051137263,0.1884380401713951,55393,104941
glass_blur,4,M,all,all_macro,4455,0.48369579431223153,0.2750730226652903,0.7018035776690548,0.4158702899952572,43216,117118
glass_blur,4,L,all,all_macro,972,0.726332746282125,0.5147819162239113,0.8696187413872302,0.6478870004593478,5723,154611
glass_blur,5,ALL,0,hat,1878,0.4079769822278072,0.2789404083214232,0.6048988285410011,0.36421725239616615,42060,0
glass_blur,5,ALL,1,person,22558,0.15166614322502128,0.06694994564959067,0.29040695097083075,0.08436031563081833,76631,0
glass_blur,5,ES,0,hat,213,0.0005236491770147294,0.00011755985081107871,0.03286384976525822,0.0,7061,34999
glass_blur,5,ES,1,person,12259,0.10682044503040956,0.03393859206996339,0.20890774125132555,0.013867362753895097,19220,57411
glass_blur,5,S,0,hat,364,0.18472980002986675,0.09816606407682438,0.4725274725274725,0.1978021978021978,15647,26413
glass_blur,5,S,1,person,6173,0.12290182561567521,0.04974339661355923,0.26632107565203306,0.07743398671634537,24406,52225
glass_blur,5,M,0,hat,679,0.4070333679026457,0.2434963391758333,0.6597938144329897,0.36671575846833576,16008,26052
glass_blur,5,M,1,person,3776,0.3483449625005687,0.17749518038945414,0.550052966101695,0.2846927966101695,28911,47720
glass_blur,5,L,0,hat,622,0.7256843359564153,0.5578051469793354,0.8183279742765274,0.5836012861736335,3313,38747
glass_blur,5,L,1,person,350,0.522872062821075,0.3100910882396217,0.7685714285714286,0.5171428571428571,3716,72915
glass_blur,5,ALL,all,all_macro,24436,0.27982156272641423,0.17294517698550693,0.4476528897559159,0.22428878401349223,118691,0
glass_blur,5,ES,all,all_macro,12472,0.053672047103712144,0.017028075960387235,0.12088579550829189,0.006933681376947548,26281,92410
glass_blur,5,S,all,all_macro,6537,0.153815812822771,0.0739547303451918,0.36942427408975276,0.13761809225927157,40053,78638
glass_blur,5,M,all,all_macro,4455,0.3776891652016072,0.21049575978264373,0.6049233902673423,0.32570427753925263,44919,73772
glass_blur,5,L,all,all_macro,972,0.6242781993887452,0.43394811760947855,0.793449701423978,0.5503720716582453,7029,111662
motion_blur,1,ALL,0,hat,1878,0.7897911870663725,0.5769120514166854,0.8477103301384451,0.7167199148029819,8497,0
motion_blur,1,ALL,1,person,22558,0.5697770629706139,0.23337880158381868,0.7568933416082986,0.525312527706357,121805,0
motion_blur,1,ES,0,hat,213,0.156761602783784,0.04888140912224711,0.3145539906103286,0.11267605633802817,1406,7091
motion_blur,1,ES,1,person,12259,0.41398715853257195,0.11747293373285286,0.6533159311526225,0.4174891916143242,57369,64436
motion_blur,1,S,0,hat,364,0.6215804456013238,0.32383170641416975,0.804945054945055,0.5604395604395604,2965,5532
motion_blur,1,S,1,person,6173,0.6210416766950901,0.2511377099192957,0.8326583508828771,0.5541875911226308,42150,79655
motion_blur,1,M,0,hat,679,0.8613248076473463,0.5908930891132477,0.9204712812960235,0.7967599410898379,2897,5600
motion_blur,1,M,1,person,3776,0.8795323983414813,0.48823917987858645,0.9510063559322034,0.798728813559322,20121,101684
motion_blur,1,L,0,hat,622,0.9669338725239984,0.8383611038823675,0.9758842443729904,0.927652733118971,1182,7315
motion_blur,1,L,1,person,350,0.9075423611963229,0.6107090061415604,0.9542857142857143,0.8428571428571429,929,120876
motion_blur,1,ALL,all,all_macro,24436,0.6797841250184933,0.4051454265002521,0.8023018358733718,0.6210162212546695,130302,0
motion_blur,1,ES,all,all_macro,12472,0.285374380658178,0.08317717142754999,0.4839349608814756,0.26508262397617616,58775,71527
motion_blur,1,S,all,all_macro,6537,0.6213110611482069,0.2874847081667327,0.818801702913966,0.5573135757810956,45115,85187
motion_blur,1,M,all,all_macro,4455,0.8704286029944138,0.5395661344959171,0.9357388186141135,0.79774437732458,23018,107284
motion_blur,1,L,all,all_macro,972,0.9372381168601607,0.724535055011964,0.9650849793293523,0.885254937988057,2111,128191
motion_blur,2,ALL,0,hat,1878,0.7014887235428321,0.4960645187146562,0.7513312034078807,0.593716719914803,7039,0
motion_blur,2,ALL,1,person,22558,0.4252634596364128,0.16714477031638805,0.6364482666903094,0.32866388864261015,105207,0
motion_blur,2,ES,0,hat,213,0.05160085945039823,0.014236345981304374,0.1267605633802817,0.018779342723004695,740,6299
motion_blur,2,ES,1,person,12259,0.27370450625332265,0.07312061664388948,0.5122766946733013,0.20939717758381599,42822,62385
motion_blur,2,S,0,hat,364,0.48767532683180514,0.24171973865411706,0.6291208791208791,0.3901098901098901,2043,4996
motion_blur,2,S,1,person,6173,0.4543677634626431,0.17039694910449485,0.7098655434958691,0.3489389275878827,36944,68263
motion_blur,2,M,0,hat,679,0.7426420784272494,0.4723031387913821,0.8217967599410898,0.6244477172312224,2778,4261
motion_blur,2,M,1,person,3776,0.7597901685345393,0.3913566477350013,0.8930084745762712,0.645656779661017,23248,81959
motion_blur,2,L,0,hat,622,0.9456577638350936,0.7875844580460825,0.9598070739549839,0.8762057877813505,1456,5583
motion_blur,2,L,1,person,350,0.8571967511862161,0.5395850128977824,0.9257142857142857,0.7314285714285714,1103,104104
motion_blur,2,ALL,all,all_macro,24436,0.5633760915896224,0.33160464451552213,0.6938897350490951,0.46119030427870655,112246,0
motion_blur,2,ES,all,all_macro,12472,0.16265268285186044,0.043678481312596926,0.3195186290267915,0.11408826015341034,43562,68684
motion_blur,2,S,all,all_macro,6537,0.47102154514722416,0.20605834387930594,0.669493211308374,0.3695244088488864,38987,73259
motion_blur,2,M,all,all_macro,4455,0.7512161234808943,0.43182989326319166,0.8574026172586805,0.6350522484461196,26026,86220
motion_blur,2,L,all,all_macro,972,0.9014272575106548,0.6635847354719324,0.9427606798346349,0.8038171796049609,2559,109687
motion_blur,3,ALL,0,hat,1878,0.577263423820602,0.389468779576299,0.6118210862619808,0.4579339723109691,6338,0
motion_blur,3,ALL,1,person,22558,0.24570802655060595,0.10074876129979866,0.33039276531607414,0.12811419452079084,52485,0
motion_blur,3,ES,0,hat,213,0.001750491665860657,0.00026024656017093075,0.009389671361502348,0.0,594,5744
motion_blur,3,ES,1,person,12259,0.1358622443559564,0.03983070877726085,0.18198874296435272,0.02561383473366506,13421,39064
motion_blur,3,S,0,hat,364,0.31623327092466336,0.14405634141219406,0.3956043956043956,0.21153846153846154,1269,5069
motion_blur,3,S,1,person,6173,0.24518600430671578,0.09127190166108051,0.37761218208326586,0.14077433986716345,19056,33429
motion_blur,3,M,0,hat,679,0.57361595799168,0.3265281200053519,0.6391752577319587,0.43593519882179677,2426,3912
motion_blur,3,M,1,person,3776,0.5489959484368518,0.2602668275005634,0.6898834745762712,0.3988347457627119,18293,34192
motion_blur,3,L,0,hat,622,0.8832896257243715,0.6930901750772965,0.9147909967845659,0.7829581993569131,2027,4311
motion_blur,3,L,1,person,350,0.7182875452627746,0.42095195824076354,0.8171428571428572,0.5771428571428572,1134,51351
motion_blur,3,ALL,all,all_macro,24436,0.411485725185604,0.24510877043804882,0.47110692578902746,0.29302408341588,58823,0
motion_blur,3,ES,all,all_macro,12472,0.06880636801090853,0.02004547766871589,0.09568920716292753,0.01280691736683253,14015,44808
motion_blur,3,S,all,all_macro,6537,0.28070963761568957,0.11766412153663729,0.3866082888438307,0.1761564007028125,20325,38498
motion_blur,3,M,all,all_macro,4455,0.5613059532142659,0.29339747375295766,0.664529366154115,0.41738497229225435,20719,38104
motion_blur,3,L,all,all_macro,972,0.800788585493573,0.5570210666590301,0.8659669269637116,0.6800505282498852,3161,55662
motion_blur,4,ALL,0,hat,1878,0.43765734326640965,0.28115525074057,0.47231096911608095,0.3077742279020234,5331,0
motion_blur,4,ALL,1,person,22558,0.16036731970597395,0.07138431806803032,0.1411029346573278,0.05962408014894938,19996,0
motion_blur,4,ES,0,hat,213,0.0019668008445633558,0.00019668008445633558,0.004694835680751174,0.0,257,5074
motion_blur,4,ES,1,person,12259,0.12749893477042173,0.037450865425310356,0.033444816053511704,0.0022840362182886043,1751,18245
motion_blur,4,S,0,hat,364,0.19537840706777748,0.07951221118117467,0.21428571428571427,0.10164835164835165,607,4724
motion_blur,4,S,1,person,6173,0.1534550857003769,0.06017587693442704,0.1577838976186619,0.06269236999838004,7101,12895
motion_blur,4,M,0,hat,679,0.38785593839933413,0.20494165591059255,0.42857142857142855,0.24300441826215022,1744,3587
motion_blur,4,M,1,person,3776,0.3507392593415916,0.16442545843651313,0.4197563559322034,0.2110699152542373,9943,10053
motion_blur,4,L,0,hat,622,0.7504684631631688,0.5464566375088642,0.8311897106109325,0.6045016077170418,2714,2617
motion_blur,4,L,1,person,350,0.53965218229921,0.29312693388394817,0.6114285714285714,0.38,955,19041
motion_blur,4,ALL,all,all_macro,24436,0.2990123314861918,0.17626978440430016,0.3067069518867044,0.1836991540254864,25327,0
motion_blur,4,ES,all,all_macro,12472,0.06473286780749254,0.018823772754883346,0.019069825867131438,0.0011420181091443022,2008,23319
motion_blur,4,S,all,all_macro,6537,0.17441674638407717,0.06984404405780086,0.18603480595218808,0.08217036082336585,7708,17619
motion_blur,4,M,all,all_macro,4455,0.3692975988704629,0.18468355717355284,0.42416389225181594,0.22703716675819374,11687,13640
motion_blur,4,L,all,all_macro,972,0.6450603227311894,0.4197917856964062,0.721309141019752,0.4922508038585209,3669,21658
motion_blur,5,ALL,0,hat,1878,0.3445852092358445,0.214177536435336,0.3855165069222577,0.23322683706070288,5411,0
motion_blur,5,ALL,1,person,22558,0.13381963080822712,0.06250384742679273,0.0833850518663002,0.03909921092295416,11316,0
motion_blur,5,ES,0,hat,213,0.0,0.0,0.0,0.0,159,5252
motion_blur,5,ES,1,person,12259,0.07894776079644282,0.020758933506094528,0.0061179541561301905,0.0007341544987356228,494,10822
motion_blur,5,S,0,hat,364,0.14050983006020815,0.059902395858222754,0.1346153846153846,0.057692307692307696,413,4998
motion_blur,5,S,1,person,6173,0.1312166687855641,0.05351088319976103,0.09363356552729629,0.04163291754414385,3721,7595
motion_blur,5,M,0,hat,679,0.2707899547620527,0.14194677660714428,0.2960235640648012,0.17525773195876287,1611,3800
motion_blur,5,M,1,person,3776,0.2698524755746222,0.1282184085282066,0.2825741525423729,0.14115466101694915,6146,5170
motion_blur,5,L,0,hat,622,0.6352347793626667,0.43069701965397506,0.7620578778135049,0.4790996784565916,3217,2194
motion_blur,5,L,1,person,350,0.4020768381484337,0.2202949115075083,0.46,0.23714285714285716,801,10515
motion_blur,5,ALL,all,all_macro,24436,0.23920242002203582,0.13834069193106435,0.23445077939427894,0.13616302399182853,16727,0
motion_blur,5,ES,all,all_macro,12472,0.03947388039822141,0.010379466753047264,0.0030589770780650952,0.0003670772493678114,653,16074
motion_blur,5,S,all,all_macro,6537,0.13586324942288613,0.056706639528991895,0.11412447507134045,0.04966261261822577,4134,12593
motion_blur,5,M,all,all_macro,4455,0.27032121516833746,0.13508259256767544,0.28929885830358704,0.158206196487856,7757,8970
motion_blur,5,L,all,all_macro,972,0.5186558087555502,0.3254959655807417,0.6110289389067525,0.3581212677997244,4018,12709
zoom_blur,1,ALL,0,hat,1878,0.4867978764705872,0.2597788364875459,0.5692225772097976,0.37433439829605963,7335,0
zoom_blur,1,ALL,1,person,22558,0.15894437892521948,0.06339883457203568,0.1774536749711854,0.06166326802021456,28604,0
zoom_blur,1,ES,0,hat,213,0.007300724631377136,0.0025127813803988257,0.023474178403755867,0.004694835680751174,1261,6074
zoom_blur,1,ES,1,person,12259,0.05346639358778405,0.018572699581685777,0.035810424993882047,0.00236560894037034,4855,23749
zoom_blur,1,S,0,hat,364,0.1678032338571306,0.06562216416215359,0.2967032967032967,0.1346153846153846,1728,5607
zoom_blur,1,S,1,person,6173,0.15323506811467288,0.05150572721891764,0.2141584318807711,0.05880447108375182,10290,18314
zoom_blur,1,M,0,hat,679,0.4764567986056987,0.20894460241192356,0.5964653902798233,0.32989690721649484,2283,5052
zoom_blur,1,M,1,person,3776,0.3959373743621055,0.15959808162972675,0.5286016949152542,0.22828389830508475,11868,16736
zoom_blur,1,L,0,hat,622,0.8310923557298955,0.5026973722907584,0.8858520900321544,0.6897106109324759,2047,5288
zoom_blur,1,L,1,person,350,0.5658730831213291,0.2909355097965104,0.7028571428571428,0.3914285714285714,1251,27353
zoom_blur,1,ALL,all,all_macro,24436,0.3228711276979033,0.1615888355297908,0.3733381260904915,0.2179988331581371,35939,0
